FID;ID_UC0;NOME_UC1;ID_WCMC2;CATEGORI3;GRUPO4;ESFERA5;ANO_CRIA6;GID7;QUALIDAD8;ATO_LEGA9;DT_ULTIM10;CODIGO_U11;NOME_ORG12;POINT_X;POINT_Y
80;2579;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CACHOEIRA DA FUMAçA; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;6436;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 32-R de 01/12/2011;31/08/2012;0000.32.2579;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-41.624974;-20.633673
81;2284;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TAQUARAL; ;Reserva Particular do Patrimônio Natural;US;estadual;2008;5898;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 265 de 14/11/2008;11/10/2011;0000.33.2284;Instituto Estadual do Ambiente do Rio de Janeiro;-42.464410;-22.504028
82;2292;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA VISTA; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;5934;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 189 de 10/01/2011;11/10/2011;0000.33.2292;Instituto Estadual do Ambiente do Rio de Janeiro;-41.829776;-20.883927
83;2327;RESERVA PARTICULAR DO PATRIMôNIO NATURAL VALE DO SOL II; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;5676;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Resolução nº 11 de 06/07/2011;17/11/2011;0000.50.2327;Instituto de Meio Ambiente do Mato Grosso do Sul;-53.733943;-21.028021
84;3522;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RELUZ; ;Reserva Particular do Patrimônio Natural;US;estadual;2017;13502;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 006-R de 29/06/2017;13/07/2017;0000.32.3522;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-40.780718;-20.393235
85;2299;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO PARAÍSO; ;Reserva Particular do Patrimônio Natural;US;estadual;2009;5812;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 55 de 08/07/2009;11/10/2011;0000.33.2299;Instituto Estadual do Ambiente do Rio de Janeiro;-42.410959;-22.386449
86;2318;RPPN SERRA DO ITATINS; ;Reserva Particular do Patrimônio Natural;US;estadual;2009;5592;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Resolução nº 84 de 19/11/2009;03/10/2011;0000.35.2318;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-47.442879;-24.424086
87;2355;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO MACUCO; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;6112;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Outros nº 151-S de 06/04/2010;22/05/2014;0000.32.2355;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-41.137310;-21.067657
88;2361;RESERVA PARTICULAR  DO PATRIMôNIO NATURAL ESTADUAL CóRREGO  CASCATA; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;6079;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 08 de 10/05/2011;23/11/2011;0000.32.2361;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-41.126259;-19.959747
89;2030;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOZI; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;4849;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 135 de 09/10/2010;28/04/2011;0000.29.2030;Secretaria do Meio Ambiente da Bahia;-39.245157;-17.178496
90;2275;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GOTAS AZUIS; ;Reserva Particular do Patrimônio Natural;US;estadual;2008;5748;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 263 de 14/11/2008;06/10/2011;0000.33.2275;Instituto Estadual do Ambiente do Rio de Janeiro;-43.684467;-22.675890
91;3438;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACUTINGA; ;Reserva Particular do Patrimônio Natural;US;estadual;2014;13494;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 509 de 03/02/2014;10/07/2017;0000.33.3438;Instituto Estadual do Ambiente do Rio de Janeiro;-43.096806;-22.435456
92;2950;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CALDEIRãO; ;Reserva Particular do Patrimônio Natural;US;estadual;2013;8683;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 420 de 08/03/2013;25/11/2013;0000.33.2950;Instituto Estadual do Ambiente do Rio de Janeiro;-43.087236;-22.285813
93;2357;RESERVA PARTICULAR DO PATRIMôNIO NATURAL DEBORA; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;6075;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 23-R de 31/08/2010;23/11/2011;0000.32.2357;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-41.219249;-19.991162
94;2303;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO DÁGUA; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;5852;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 117 de 21/05/2010;11/10/2011;0000.33.2303;Instituto Estadual do Ambiente do Rio de Janeiro;-42.756392;-22.220058
95;3523;RESERVA PARTICULAR DO PATRIMôNIO NATURAL ÁGUIA BRANCA; ;Reserva Particular do Patrimônio Natural;US;estadual;2017;13508;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 003-R de 08/05/2017;13/07/2017;0000.32.3523;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-40.999878;-20.490952
96;3054;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLóGICA DE GUAPIAçU 2; ;Reserva Particular do Patrimônio Natural;US;estadual;2012;9940;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 304 de 06/02/2012;14/07/2014;0000.33.3054;Instituto Estadual do Ambiente do Rio de Janeiro;-42.709148;-22.443774
97;2306;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL QUERO-QUERO; ;Reserva Particular do Patrimônio Natural;US;estadual;2008;5694;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 270 de 14/11/2008;04/10/2011;0000.33.2306;Instituto Estadual do Ambiente do Rio de Janeiro;-42.542992;-22.534882
98;3579;RESERVA PARTICULAR DO PATRIMôNIO NATURAL SAINT MICHEL 1; ;Reserva Particular do Patrimônio Natural;US;estadual;2017;14163;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 17/2017 de 31/05/2017;20/12/2017;0000.27.3579;Instituto do Meio Ambiente de Alagoas;-35.876790;-9.803663
99;2876;RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL RIO DA PRATA BUGIU; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;9908;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 237/2011 de 13/09/2011;11/07/2014;0000.42.2876;Fundação de Meio Ambiente de Santa Catarina;-49.123063;-27.847617
100;2291;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL XODÓ; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;5928;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 154 de 03/09/2010;11/10/2011;0000.33.2291;Instituto Estadual do Ambiente do Rio de Janeiro;-41.881025;-20.908973
101;2762;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RUMO AO OESTE; ;Reserva Particular do Patrimônio Natural;US;estadual;2005;7423;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Deliberação nº 022 de 09/06/2005;24/10/2012;0000.50.2762;Instituto de Meio Ambiente do Mato Grosso do Sul;-57.681498;-17.774496
102;2891;RESERVA PARTICULAR DO PATRIMôNIO NATURAL REFÚGIO DO BUGIO; ;Reserva Particular do Patrimônio Natural;US;estadual;2012;8043;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 333 de 08/05/2012;27/08/2013;0000.33.2891;Instituto Estadual do Ambiente do Rio de Janeiro;-41.995469;-21.988686
103;2269;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELLO E KERIDA; ;Reserva Particular do Patrimônio Natural;US;estadual;2008;5537;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Portaria nº 275 de 14/11/2008;01/12/2011;0000.33.2269;Instituto Estadual do Ambiente do Rio de Janeiro;-42.574823;-22.214659
104;2285;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIBEIRA E SOLEDADE; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;5912;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 162 de 08/09/2010;11/10/2011;0000.33.2285;Instituto Estadual do Ambiente do Rio de Janeiro;-41.821952;-20.934465
105;2013;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RENASCER; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;4847;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 142 de 05/11/2010;28/04/2011;0000.29.2013;Secretaria do Meio Ambiente da Bahia;-39.208628;-16.547762
106;2057;RESERVA PARTICULAR DO PATRIMôNIO NATURAL ENGELHARDT; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;5243;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 51 de 04/05/2011;22/06/2011;0000.29.2057;Secretaria do Meio Ambiente da Bahia;-39.346573;-17.025326
107;2018;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRONZON; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;13359;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 134 de 09/10/2010;19/05/2017;0000.29.2018;Secretaria do Meio Ambiente da Bahia;-39.360957;-17.130863
108;2755;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA NHUMIRIM; ;Reserva Particular do Patrimônio Natural;US;estadual;1999;7373;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Deliberação nº 006 de 18/11/1999;24/10/2012;0000.50.2755;Instituto de Meio Ambiente do Mato Grosso do Sul;-56.605690;-18.922293
109;2286;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOUGLAS VIEIRA SOARES; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;5918;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 158 de 08/09/2010;11/10/2011;0000.33.2286;Instituto Estadual do Ambiente do Rio de Janeiro;-41.847129;-20.934508
110;3610;RESERVA PARTICULAR DO PATRIMôNIO NATURAL VALE DAS ÁGUAS; ;Reserva Particular do Patrimônio Natural;US;estadual;2017;14184;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 012-R de 08/12/2017;26/02/2018;0000.32.3610;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-40.961252;-20.649582
111;3259;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SÃO PEDRO; ;Reserva Particular do Patrimônio Natural;US;estadual;2014;12078;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 535 de 30/05/2014;21/06/2017;0000.33.3259;Instituto Estadual do Ambiente do Rio de Janeiro;-43.578289;-22.430325
112;2272;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOLEDADE; ;Reserva Particular do Patrimônio Natural;US;estadual;2008;5730;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 274 de 14/11/2008;06/10/2011;0000.33.2272;Instituto Estadual do Ambiente do Rio de Janeiro;-42.570169;-22.224196
113;2295;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAMBAIBA; ;Reserva Particular do Patrimônio Natural;US;estadual;2008;5776;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 273 de 14/11/2008;11/10/2011;0000.33.2295;Instituto Estadual do Ambiente do Rio de Janeiro;-44.223215;-22.839854
114;2773;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA SOFIA; ;Reserva Particular do Patrimônio Natural;US;estadual;1999;7474;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Deliberação nº 004 de 30/08/1999;24/10/2012;0000.50.2773;Instituto de Meio Ambiente do Mato Grosso do Sul;-56.489088;-19.639424
115;2354;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA SERRA; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;6067;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 05 de 03/03/2011;23/11/2011;0000.32.2354;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-41.474456;-20.387289
116;2341;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOSÉ; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;5966;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 114 de 21/05/2010;11/10/2011;0000.33.2341;Instituto Estadual do Ambiente do Rio de Janeiro;-42.464179;-22.309141
117;2298;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTO ANTONIO; ;Reserva Particular do Patrimônio Natural;US;estadual;2009;5979;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 53 de 08/07/2009;19/11/2014;0000.33.2298;Instituto Estadual do Ambiente do Rio de Janeiro;-44.571303;-22.376643
118;3403;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA BOA VISTA I; ;Reserva Particular do Patrimônio Natural;US;estadual;2016;12639;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 11746 de 12/05/2016;13/05/2016;0000.29.3403;Secretaria do Meio Ambiente da Bahia;-39.143644;-14.127685
119;3201;RESERVA PARTICULAR DO PATRIMôNIO NATURAL DO JEQUITIBá; ;Reserva Particular do Patrimônio Natural;US;estadual;2014;11747;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 6948 de 14/02/2014;16/06/2016;0000.29.3201;Secretaria do Meio Ambiente da Bahia;-37.972413;-12.222392
120;2932;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA BIANCA; ;Reserva Particular do Patrimônio Natural;US;estadual;2013;8477;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 5834 de 14/09/2013;25/10/2013;0000.29.2932;Secretaria do Meio Ambiente da Bahia;-39.130198;-14.054914
121;3263;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLÍVIO DALEPRANE; ;Reserva Particular do Patrimônio Natural;US;estadual;2013;12088;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 15-R de 25/04/2013;12/02/2016;0000.32.3263;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-40.733470;-19.960256
122;2325;RPPN POUSADA CAMPOS DA BOCAINA; ;Reserva Particular do Patrimônio Natural;US;estadual;2010;5615;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Resolução nº 125 de 29/12/2010;06/10/2011;0000.35.2325;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-44.618094;-22.718679
123;2918;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO FUNDO; ;Reserva Particular do Patrimônio Natural;US;estadual;2012;8252;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 10 de 17/05/2012;04/11/2013;0000.32.2918;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-40.748187;-20.467283
124;2362;RESERVA PARTICULAR DO PATRIMôNIO NATURAL REMY LUIZ ALVES; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;6073;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 16-R de 14/07/2011;23/11/2011;0000.32.2362;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-41.541253;-20.451558
125;3206;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO CANTASSURí; ;Reserva Particular do Patrimônio Natural;US;estadual;2014;12499;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 8875 de 02/12/2014;05/04/2016;0000.29.3206;Secretaria do Meio Ambiente da Bahia;-39.000780;-14.283063
126;2066;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CABECEIRA DA LAGOA; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;5674;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Resolução nº 14 de 14/07/2011;17/07/2012;0000.50.2066;Instituto de Meio Ambiente do Mato Grosso do Sul;-55.108795;-19.728108
127;2949;RESERVA PARTICULAR DO PATRIMôNIO NATURAL NêGA FULô; ;Reserva Particular do Patrimônio Natural;US;estadual;2012;8679;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 366 de 23/08/2012;25/11/2013;0000.33.2949;Instituto Estadual do Ambiente do Rio de Janeiro;-42.576541;-22.220494
128;2997;RESERVA PARTICULAR DO PATRIMONIO NATURAL PALMARES; ;Reserva Particular do Patrimônio Natural;US;estadual;2013;8851;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 13-S de 02/09/2013;22/12/2015;0000.32.2997;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-40.614797;-20.010842
129;2347;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESTINGA DE ARACRUZ; ;Reserva Particular do Patrimônio Natural;US;estadual;2007;14031;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Outros nº 015- N de 07/05/2007;11/11/2016;0000.32.2347;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-39.986721;-19.706005
130;2639;RESERVA PARTICULAR DO PATRIMôNIO NATURAL ALVORADA DO ITAVERÁ; ;Reserva Particular do Patrimônio Natural;US;estadual;2011;7161;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 205 de 25/03/2011;07/08/2012;0000.33.2639;Instituto Estadual do Ambiente do Rio de Janeiro;-43.890830;-22.826281
131;2753;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTE DE PEDRA; ;Reserva Particular do Patrimônio Natural;US;estadual;2004;7386;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Deliberação nº 015 de 08/08/2004;26/09/2016;0000.50.2753;Instituto de Meio Ambiente do Mato Grosso do Sul;-53.185532;-18.981921
132;2752;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO DA BARRA; ;Reserva Particular do Patrimônio Natural;US;estadual;2003;7368;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Deliberação nº 004 de 14/07/2003;23/09/2016;0000.50.2752;Instituto de Meio Ambiente do Mato Grosso do Sul;-56.232413;-21.093545
133;2265;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS VERTENTES; ;Reserva Particular do Patrimônio Natural;US;estadual;2008;5713;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Portaria nº 271 de 14/11/2008;11/10/2011;0000.33.2265;Instituto Estadual do Ambiente do Rio de Janeiro;-42.462364;-22.501921
